ship_type,total_fuel_mt,fuel_per_nm_kg,co2_per_nm_kg,hours_at_sea
Oil tanker,1557.6,271.93,850.45,491.5
Oil tanker,14857.42,181.19,566.51,7119.35
Oil tanker,8042.7,176.93,554.29,4479.98
Container ship,17473.48375,231.97,722.42,4304.83
Container ship,20727.24,236.41,736.27,5169.5
Container ship,10665.5,199.47,621.72,4209.78
Container ship,8865.154,202.4,630.51,3141.97
Container ship,15119.4937,196.87,613.31,5594.51
Container ship,6022.1093,141.1,439.52,3377.58
Container ship,4161.97,290.53,914.75,1206.85
Container ship,1593.98,66.85,210.82,2179.0
General cargo ship,2983.43,78.88,247.68,3154.5
Oil tanker,1447.32,92.02,288.41,1397.0
Oil tanker,574.8,85.93,269.96,554.6
Chemical tanker,447.173,98.69,312.2,678.06
Oil tanker,4059.318,142.38,449.36,3183.12
Chemical tanker,3188.852,156.41,489.71,2930.99
Oil tanker,3245.62,117.95,371.56,3733.75
Oil tanker,3792.83,118.48,372.13,4081.83
Container ship,8123.47,132.84,415.27,4644.6
Container ship,5280.46,143.28,447.59,2499.0
Container ship,11703.46,166.76,519.89,4465.32
Container ship,3915.5,134.87,421.49,2575.2
Container ship,7989.6,143.05,447.8,4517.7
Bulk carrier,828.25,98.83,309.27,820.45
Container ship,597.13,107.32,338.08,551.0
Container ship,2138.34,90.28,282.42,2508.3
Vehicle carrier,2344.15,107.18,338.79,1739.66
Bulk carrier,1150.83,94.02,297.45,1273.11
Bulk carrier,638.67,75.79,238.36,724.99
Oil tanker,936.71,156.07,494.0,596.8
Vehicle carrier,6703.46,82.71,257.86,5688.3
Vehicle carrier,5277.73,77.87,242.86,5249.1
Vehicle carrier,5999.88,76.14,237.44,5423.44
Vehicle carrier,5578.61,76.31,238.02,5464.89
Container ship,5679.34,132.61,413.99,5236.35
Container ship,2850.65,167.26,524.81,1383.2
Oil tanker,4644.01,118.42,372.02,4127.2
Chemical tanker,4316.86,120.6,377.69,4531.69
Bulk carrier,732.23,90.42,284.16,953.6
Bulk carrier,1108.367168,84.98,266.51,1153.7
Bulk carrier,501.93,89.14,278.88,585.29
Bulk carrier,656.1,63.52,198.58,1169.58
Bulk carrier,329.63787,56.59,176.6,442.7
General cargo ship,2301.32,92.44,291.02,2624.54
Bulk carrier,945.6,42.78,135.66,2216.93
Chemical tanker,78.71,65.43,205.9,164.3
Bulk carrier,983.4,85.78,270.26,1111.0
Chemical tanker,1631.5,80.86,256.05,1849.7
Chemical tanker,773.08,118.81,375.2,534.24
General cargo ship,264.23,73.44,228.69,303.58
General cargo ship,831.94,72.77,226.88,999.76
General cargo ship,542.21,71.58,224.9,722.17
General cargo ship,800.37,86.9,274.81,847.75
Bulk carrier,489.851,81.99,257.5,491.97
Bulk carrier,1200.38,84.46,264.34,1355.2
Bulk carrier,1588.59,91.0,287.35,1251.7
General cargo ship,624.26,83.82,262.74,768.1
General cargo ship,885.313,71.35,225.22,1620.8
Other ship types,691.8,68.64,216.51,1077.13
Bulk carrier,1689.2,90.87,285.19,2058.74
General cargo ship,642.27,33.37,106.98,1821.08
Bulk carrier,1561.92,106.27,331.76,1453.0
Chemical tanker,1742.2,80.89,253.1,1915.83
Chemical tanker,488.61,69.46,216.65,590.9
Chemical tanker,2859.79,73.04,228.7,3399.77
Container ship,10538.19,179.01,564.39,4647.5
Oil tanker,4666.24,190.82,598.68,3579.48
LNG carrier,7849.47,487.33,1347.88,2165.1
Oil tanker,2332.5,147.49,466.4,2050.9
Oil tanker,4021.91,110.12,345.67,5155.8
Container ship,3021.35,225.54,702.9,1080.0
Container ship,22371.97,251.01,782.52,5626.07
Oil tanker,4803.5,162.13,507.0,2981.82
Oil tanker,2485.53,197.93,626.77,1184.2
Oil tanker,9150.167,162.3,507.4,6413.88
Container ship,11212.91,169.08,528.72,4772.25
Oil tanker,11551.51,162.53,508.76,6121.51
Oil tanker,10813.79,163.28,511.67,6238.1
Container ship,2564.32,171.58,535.79,990.96
Container ship,14009.13,168.49,530.29,5888.43
Chemical tanker,2481.89,50.52,161.97,4691.21
Container ship,5949.24,85.26,265.9,5076.02
Container ship,9859.238,144.72,450.66,5214.68
Gas carrier,4173.978,93.22,298.33,3534.14
Oil tanker,2004.44,88.22,275.46,1795.8
Ro-pax ship,14210.44,182.66,575.62,4988.76
Bulk carrier,821.948,91.8,286.08,817.7
Vehicle carrier,4443.67,103.26,324.04,2816.06
Vehicle carrier,1966.83,101.6,318.15,1202.3
Vehicle carrier,5471.609,72.18,228.2,6126.26
Vehicle carrier,6334.93,104.08,326.67,4388.71
Oil tanker,1272.74,66.72,213.59,1874.12
Bulk carrier,1022.07,102.46,323.12,971.2
Bulk carrier,982.57245,114.36,356.47,724.5
Container ship,3250.2,79.44,248.66,4138.0
Container ship,4166.35,58.43,187.31,6594.08
Container ship,64.24,40.92,128.41,166.09
General cargo ship,1071.6,61.56,192.19,1733.3
General cargo ship,1668.46,43.92,140.81,3889.52
General cargo ship,2697.11,79.53,250.72,3623.31
Container ship,1977.425,126.06,385.52,3133.47
Ro-pax ship,30140.49,213.15,665.31,6900.48
Ro-pax ship,18001.4168,197.61,617.6,6060.05
Ro-pax ship,30546.30326,218.68,682.69,6784.37
Oil tanker,1666.91,128.99,402.82,1084.0
Container ship,1296.43,138.15,436.31,1173.89
Container ship,3564.56,86.79,271.0,4027.3
Container ship,1240.72,86.01,269.87,1360.65
Container ship,2637.52,85.3,266.94,4617.98
Vehicle carrier,1330.7,96.7,302.73,994.1
Container ship,3448.39,62.7,197.99,4066.4
Container ship,1153.16,113.01,353.29,1085.4
Container ship,4886.75,128.46,401.0,2828.82
Oil tanker,2447.01,57.46,183.69,4019.92
LNG carrier,3631.47,289.24,817.42,1021.0
Passenger ship,17052.7,363.23,1139.4,3225.7
Passenger ship,26864.9,319.14,997.78,5414.5
Ro-pax ship,7069.17,119.31,372.15,4068.25
Ro-pax ship,6172.71,116.17,362.31,3637.22
Container ship,7529.638,131.22,410.63,5304.48
Container ship,4424.96333,324.01,1010.51,849.55
Bulk carrier,1145.6,75.59,237.09,1489.4
Container ship,8227.6,207.32,646.41,2433.0
Container ship,13146.3,166.25,520.46,6143.1
Container ship,5841.651,202.58,634.27,2172.0
Container ship,3325.4,180.57,564.08,1235.48
General cargo ship,770.6,60.73,191.61,1009.15
General cargo ship,1455.62,51.28,162.05,2600.5
General cargo ship,2147.76,50.16,158.46,3328.67
Passenger ship,20858.93,333.94,1049.13,4510.18
Ro-ro ship,13615.55,129.32,403.94,5793.21
Container ship,16776.11,223.99,700.26,4871.0
Container ship,18756.7,255.98,799.37,4747.5
Oil tanker,3413.45,173.47,543.75,1588.5
Gas carrier,2832.516,85.02,268.98,2291.6
Bulk carrier,1198.515,117.17,368.59,999.73
General cargo ship,1859.67,53.42,167.41,3149.38
General cargo ship,360.28,59.26,186.26,557.07
Chemical tanker,948.008,63.59,201.15,1439.35
Chemical tanker,1002.812,61.49,197.13,1694.78
Chemical tanker,1984.983,62.47,197.26,3677.4
Container ship,3148.61,139.99,437.98,2532.25
Container ship,29064.2502,341.18,1061.42,5420.78
Container ship,8500.38,325.82,1014.61,1738.35
Container ship,30283.43143,334.91,1042.39,5577.71
Container ship,12922.96008,392.06,1220.18,2018.98
Container ship,34664.33063,377.01,1169.29,5774.88
Container ship,13851.19,369.4,1150.46,2425.01
Container ship,14428.10756,365.03,1127.7,2507.45
Container ship,14137.22327,369.63,1148.91,2489.9
Chemical tanker,2204.95,48.66,156.0,4902.99
Oil tanker,881.1,185.34,588.54,416.65
Oil tanker,788.4,165.85,523.36,456.9
Container ship,6956.0,164.15,512.2,4323.52
Oil tanker,1433.46,104.74,328.34,1098.1
Chemical tanker,1498.37,107.91,342.84,1172.87
Oil tanker,368.15,74.37,232.33,453.8
Container ship,4160.42,83.95,267.28,3432.5
Container ship,5600.59,94.64,294.81,5035.2
Container ship,687.15,178.48,556.49,293.0
Container ship,2284.551,145.08,453.2,1453.0
Chemical tanker,4532.04598,107.58,340.36,3966.66
Ro-ro ship,13564.12,115.15,358.76,6844.45
Ro-ro ship,14389.46,116.19,361.99,7125.08
Container ship,10788.4,187.27,588.36,4193.24
Container ship,5159.67,78.91,250.34,4666.15
Container ship,4875.4,73.09,228.47,5255.0
Container ship,4353.88,66.93,211.42,5317.6
Container ship,6323.5,74.5,232.23,6358.0
Oil tanker,2241.3,72.21,231.49,3196.63
Oil tanker,2200.74,82.01,262.94,2696.25
Oil tanker,2511.92,75.95,243.48,3435.47
Bulk carrier,624.6,45.23,141.27,1735.1
LNG carrier,12999.7372,296.38,819.6,4007.5
LNG carrier,6154.70487,268.83,740.14,1794.0
Container ship,321.4,67.99,214.35,430.3
Chemical tanker,3691.119723,99.2,312.07,3639.39
Container ship,5622.2,161.98,505.45,3697.85
Chemical tanker,1252.85,78.62,247.78,1427.0
Other ship types,2071.973,68.76,216.27,3036.38
Chemical tanker,3613.59,105.31,331.73,3152.5
Chemical tanker,3790.79,97.11,304.11,3563.2
Chemical tanker,2530.06,93.98,296.81,2336.91
Container ship,4219.22,63.31,200.07,5845.42
Container ship,3996.9,72.27,222.9,4287.0
Container ship,3209.9,102.82,321.8,3256.64
Container ship,2438.54,120.04,374.9,4703.02
Container ship,4456.77,181.01,560.33,1909.8
Container ship,10675.89,222.43,689.94,3542.6
Container ship,10183.7,184.29,574.33,4120.58
Chemical tanker,1889.01,100.83,319.21,2001.6
Oil tanker,2513.77,71.82,230.25,3550.84
Oil tanker,1120.46,81.24,254.47,1110.27
Bulk carrier,951.0,68.47,215.12,1740.57
Ro-pax ship,2150.91,103.99,326.38,1618.78
Chemical tanker,332.679,101.49,318.36,272.38
Chemical tanker,969.06,70.62,222.04,1353.9
Chemical tanker,3083.19,129.78,406.97,3398.5
Oil tanker,1844.46,71.59,227.8,2658.06
Oil tanker,2651.43,69.14,217.18,3829.95
Bulk carrier,664.62,84.11,266.18,729.74
Bulk carrier,1720.7703,108.71,339.13,1570.0
Container ship,2421.2,95.5,299.59,2444.9
Chemical tanker,713.109,63.96,200.26,959.33
Oil tanker,997.9,176.21,556.84,524.88
Oil tanker,542.1,138.92,435.15,407.1
Oil tanker,1290.51,115.92,361.83,989.2
Gas carrier,15141.564,292.86,806.81,3110.5
Gas carrier,18468.899,356.14,980.72,4527.66
Oil tanker,412.89,111.35,346.75,361.8
Ro-ro ship,8216.99,145.82,460.4,4179.43
Bulk carrier,112.36,139.13,440.26,128.2
Bulk carrier,454.29,74.17,231.37,573.03
Bulk carrier,808.29,74.24,233.44,960.9
Bulk carrier,405.03,74.05,235.13,993.0
General cargo ship,50.06,36.93,116.75,150.0
Container ship,12059.68,171.95,539.5,5438.05
Container ship,5648.98,170.59,536.28,3010.37
Container ship,4953.95,172.92,540.22,2020.73
Container ship,4198.1,90.71,284.51,3962.0
Container ship,447.1,99.56,310.7,684.8
Oil tanker,2423.7,125.86,394.85,1846.4
Bulk carrier,617.546,120.68,380.9,448.91
Bulk carrier,1378.87,66.48,207.43,1952.88
Bulk carrier,160.01,63.37,197.58,239.5
Vehicle carrier,1575.04,106.85,334.07,1126.1
Vehicle carrier,1202.61,110.78,348.36,721.9
Bulk carrier,13924.51592,188.84,590.7,5607.8
Bulk carrier,737.78083,81.5,256.87,789.4
Oil tanker,308.38,100.65,314.27,292.0
LNG carrier,10101.07,356.84,1027.05,1994.9
LNG carrier,8529.93,363.16,1033.61,1592.35
Vehicle carrier,1479.35,96.49,300.57,1111.4
Oil tanker,1453.67,84.95,266.22,2634.1
Oil tanker,4043.2,158.24,504.71,3104.1
Bulk carrier,1370.97,103.86,325.12,1268.35
Bulk carrier,1793.98,44.98,140.75,3645.71
Bulk carrier,1053.38,57.51,181.09,1747.0
Bulk carrier,1828.5,120.11,379.92,1396.7
General cargo ship,1422.88,71.06,223.03,2012.0
Oil tanker,3365.28,102.89,325.46,2921.2
Oil tanker,1216.05,80.2,253.85,1338.4
Chemical tanker,2858.2529,97.81,306.73,2576.98
Bulk carrier,1513.75,83.0,259.74,1536.27
LNG carrier,23823.9094,308.29,855.62,5219.56
Container ship,8477.43,185.57,581.8,3514.4
Container ship,8298.026,157.71,493.04,4227.66
Oil tanker,8430.04,168.94,528.81,5473.66
Container ship,1892.49,99.83,312.67,1462.9
Oil tanker,71.7,241.25,773.45,62.8
Oil tanker,1947.19,83.35,261.99,1799.02
Oil tanker,2354.32,91.56,286.45,2035.2
Container ship,5227.34,76.64,239.5,5302.9
Container ship,4366.88,83.16,259.53,5396.0
Container ship,5026.82,75.68,238.29,5574.8
Container ship,4696.79,73.3,228.65,5990.68
Container ship,3437.55,79.56,248.58,4028.0
Container ship,5380.74,72.64,230.18,5278.48
Oil tanker,2973.6,229.32,716.84,1355.0
Oil tanker,991.05,122.91,386.28,698.2
Oil tanker,1670.434,126.23,396.19,1208.7
Oil tanker,2664.031,138.35,432.72,1841.3
Chemical tanker,2672.8,69.31,221.78,3680.0
Chemical tanker,3106.6,77.78,249.36,3677.0
Chemical tanker,414.21,83.11,261.57,422.0
Chemical tanker,459.132,103.11,328.03,548.17
Chemical tanker,323.55,82.33,260.44,315.41
Chemical tanker,551.91,173.03,544.87,458.1
Chemical tanker,1615.26,95.56,300.35,1426.71
Chemical tanker,3693.64,61.98,194.19,5882.42
Container ship,3534.95,76.75,240.11,5393.26
Container ship,2427.56,98.81,308.22,2478.9
Container ship,861.9,133.6,416.03,494.8
Vehicle carrier,2679.7,104.86,330.78,1906.2
Container ship,4502.66,72.72,229.42,4698.43
Container ship,6695.1,73.88,230.2,6758.0
Container ship,7470.49,83.18,259.16,5992.0
Container ship,1718.07,71.09,224.22,1822.0
Chemical tanker,355.7,73.8,232.54,446.1
Chemical tanker,2895.598,81.43,254.83,4689.67
Container ship,8709.67,168.45,524.08,3803.3
Bulk carrier,1632.16,89.93,281.33,1882.8
Bulk carrier,1486.05,90.58,282.53,1458.13
Bulk carrier,1669.11,90.22,281.95,1637.5
Container ship,3194.31,68.5,213.86,4886.72
Container ship,5176.9,85.95,272.68,5354.0
Container ship,3727.416,101.17,317.64,3355.51
Chemical tanker,969.3,93.34,296.78,1076.37
Oil tanker,2202.26,66.24,207.73,3545.9
Oil tanker,7174.53,176.55,553.68,4597.82
Bulk carrier,1625.18848,109.94,344.86,1641.76
General cargo ship,527.9,66.02,209.19,828.11
Vehicle carrier,2184.04,103.23,325.06,1443.21
Vehicle carrier,1569.7,102.63,320.36,951.8
Container ship,11568.27,160.48,500.47,5637.7
Container ship,1944.2,68.86,217.04,2733.48
Container ship,1607.86,141.1,439.7,845.5
Oil tanker,2716.65,117.4,367.49,1859.88
Ro-pax ship,9666.28,150.5,471.78,3882.2
Ro-pax ship,8370.8,146.28,458.64,3639.08
Other ship types,5866.86,110.12,343.62,3300.27
Container ship,5140.58,79.79,255.82,5525.0
Container ship,4007.57,81.22,254.42,4908.0
Container ship,1216.26,84.95,265.26,1732.7
Container ship,918.05,98.56,308.3,1212.2
Container ship,724.45,88.94,274.39,1014.9
Bulk carrier,1364.004382,102.82,321.02,1310.49
Oil tanker,3341.47,141.26,442.1,2044.8
Chemical tanker,2807.4325,77.48,244.28,3946.2
Container ship,11142.406,139.74,435.62,5471.15
Container ship,4829.11,132.22,414.8,3129.29
Container ship,1799.78,129.34,404.75,995.8
Container ship,11763.25,165.66,516.6,4533.12
Chemical tanker,896.31,73.39,232.84,1049.65
Bulk carrier,951.13,96.76,304.13,1039.6
Chemical tanker,1030.45,62.43,197.35,1505.0
Chemical tanker,2255.839,71.96,224.84,3131.38
Container ship,1700.576,92.02,288.46,1740.61
Container ship,2382.255,77.66,242.55,3200.8
Oil tanker,1248.2,116.49,364.63,1034.3
Container ship,598.96,67.58,210.9,1101.92
Container ship,1406.86,85.49,266.52,1456.35
Container ship,1646.08,100.01,311.98,1877.8
Container ship,2559.8,182.75,569.51,867.39
Container/ro-ro cargo ship,6493.38,76.42,238.68,6280.9
Container/ro-ro cargo ship,6141.65,75.52,235.96,5815.4
Bulk carrier,569.584,98.58,308.02,599.5
Chemical tanker,413.8,86.26,269.51,638.93
General cargo ship,64.79,62.36,194.85,100.0
Bulk carrier,508.36,110.68,348.85,500.64
Bulk carrier,480.05,111.74,352.71,485.28
Bulk carrier,231.7,91.51,286.27,229.33
Bulk carrier,1572.5,103.19,322.01,1418.0
Bulk carrier,1133.71,88.71,277.8,1170.0
Bulk carrier,789.679,82.19,256.8,815.4
Bulk carrier,1995.71,129.69,405.83,2028.17
Gas carrier,2797.874,91.27,286.62,2612.59
Oil tanker,5480.68,182.86,573.43,3221.14
Chemical tanker,1086.3,86.86,272.1,1063.8
Chemical tanker,719.853,74.25,233.69,908.23
Ro-pax ship,12489.48,146.41,462.79,4925.25
Oil tanker,831.1,121.36,382.43,611.8
Oil tanker,1095.2,122.84,385.96,812.8
Container ship,296.95,87.24,273.41,497.0
Bulk carrier,963.07,76.6,240.51,1150.27
Container ship,733.14,158.86,496.95,347.8
Container ship,1823.19,220.62,687.62,485.4
Container ship,8635.64,221.29,691.17,2870.91
Vehicle carrier,4010.45,109.47,342.99,2682.3
Vehicle carrier,2875.55,110.49,347.95,1727.62
Vehicle carrier,3260.6,112.04,354.87,2204.2
Container ship,19998.91667,228.44,711.45,5036.43
Container ship,19234.76,216.19,673.36,5044.71
Container ship,20452.03307,218.75,681.28,5392.04
Container ship,19036.97,224.07,697.86,4741.28
Container ship,17910.99,207.21,645.32,5083.8
Container ship,17119.58333,203.38,633.42,4959.8
Container ship,19340.71,209.12,651.26,5329.4
Container ship,4380.54,160.32,502.64,1734.0
Oil tanker,1884.08,61.6,195.03,4839.74
Passenger ship,683.9,543.31,1712.56,110.65
Passenger ship,34016.02,376.4,1183.03,5980.72
Oil tanker,2635.89,107.63,341.86,2477.4
Container ship,3479.14,70.4,221.91,4060.92
Container ship,4098.71,81.58,254.77,4872.34
Container ship,7464.5,111.5,347.26,4227.0
Container ship,5144.61,91.13,283.82,4577.18
Oil tanker,1812.2,104.66,330.69,2204.8
General cargo ship,1913.18,72.68,231.03,2258.63
General cargo ship,2632.56,77.02,244.8,2788.27
General cargo ship,1836.41,63.87,202.49,2397.68
General cargo ship,2227.03,70.85,222.29,2728.1
LNG carrier,30170.201,296.9,800.83,6839.67
Bulk carrier,869.81,59.1,185.48,1311.07
Oil tanker,752.2,147.72,464.6,488.1
Container ship,2883.86667,175.9,556.13,1559.33
Container ship,8132.50933,141.64,444.03,4864.02
Oil tanker,2175.33809,162.12,508.06,1247.75
Container ship,4882.5,151.16,474.8,2693.79
Vehicle carrier,4310.01,100.42,314.07,2793.5
General cargo ship,1471.71,59.11,186.37,2502.44
Oil tanker,2364.53,81.71,257.66,2797.4
Container ship,10764.66,141.47,442.45,5723.39
Container ship,12077.19,129.14,402.19,6165.08
Container ship,7226.58,128.61,400.85,4105.26
Chemical tanker,2904.008,59.55,186.87,4599.63
Oil tanker,1036.85,122.83,389.73,732.33
Container ship,23900.03335,241.21,748.06,6208.08
Oil tanker,6473.609,145.38,455.27,5491.43
Oil tanker,6143.563,132.95,416.73,5123.6
Container ship,1061.13,113.16,353.7,622.6
Container ship,424.1,100.5,312.97,317.03
Container ship,1456.64,115.11,359.54,1757.8
Passenger ship,13868.4,209.16,664.48,4925.03
Passenger ship,12984.91,218.15,693.62,4337.87
Ro-ro ship,7397.1,102.31,322.9,6265.55
General cargo ship,1607.29,43.26,136.08,3723.81
Chemical tanker,670.89,74.09,231.0,691.48
Chemical tanker,4044.81,91.36,286.49,3527.73
Chemical tanker,2722.0902,102.2,322.6,2189.5
Chemical tanker,1454.25,108.81,342.95,1157.2
Chemical tanker,2799.04,90.21,283.57,3411.55
Chemical tanker,3683.19,103.67,325.2,3722.52
Ro-ro ship,1098.13,64.54,204.19,1295.0
Container ship,9033.4,167.34,523.62,4652.35
Container ship,9862.06,169.01,527.18,4463.28
Chemical tanker,678.87,80.91,252.6,908.5
Bulk carrier,439.66,139.44,434.58,294.4
Bulk carrier,879.85,68.42,213.18,1142.7
Chemical tanker,2519.95,109.49,343.59,2055.8
Vehicle carrier,897.7,76.16,238.47,883.4
Bulk carrier,931.48,89.72,280.14,906.5
Bulk carrier,573.31,12198.09,38115.05,29.4
Container ship,3762.43,317.21,988.1,688.0
Vehicle carrier,3551.02,98.88,309.3,2416.0
Vehicle carrier,3995.22,109.47,342.24,2312.1
Vehicle carrier,229.23,130.46,418.25,136.0
Container ship,1746.26,173.67,542.99,785.5
Container ship,6226.99,102.14,318.6,4065.0
Container ship,5289.335,92.4,289.65,3986.43
Ro-pax ship,17358.72,202.64,636.08,5573.48
Ro-pax ship,29719.3,214.27,669.27,6800.61
Container ship,4979.8,66.76,208.25,5728.0
Container ship,2979.59,105.36,329.82,4275.68
Oil tanker,5408.96,157.13,492.73,3790.48
Oil tanker,3700.31,148.68,466.2,2664.7
Chemical tanker,3445.95,116.1,365.42,2779.42
Oil tanker,1631.43,132.14,417.39,1050.0
Bulk carrier,681.06,85.91,268.22,883.6
Bulk carrier,168.3,122.22,381.88,147.0
Bulk carrier,1245.67,88.91,278.18,1286.44
Gas carrier,2599.88,85.76,268.34,2330.62
Gas carrier,274.07,143.71,449.91,420.6
Bulk carrier,133.08,71.55,226.49,186.03
Bulk carrier,688.51,52.96,166.05,1095.75
General cargo ship,1287.631,124.58,392.29,1029.33
General cargo ship,1699.02,87.7,274.58,1688.67
Bulk carrier,1922.159981,92.94,290.37,1860.2
Bulk carrier,2413.32,102.01,322.09,2226.8
Bulk carrier,1948.57,105.91,330.71,1970.05
Oil tanker,1728.7,149.28,467.29,929.9
Oil tanker,1362.96625,141.72,446.52,842.8
Oil tanker,1735.4,179.78,561.44,791.8
General cargo ship,1175.0,63.75,201.46,1591.0
General cargo ship,96.7,58.37,185.48,129.77
Container ship,978.81,213.06,663.48,305.7
Oil tanker,607.53587,121.12,382.33,428.1
Ro-ro ship,7788.08,132.72,419.05,4431.55
Container ship,3782.93,97.34,304.89,4404.85
Container ship,5126.72,96.07,299.75,4579.44
Oil tanker,2865.67,145.01,457.82,2154.4
Oil tanker,3369.62,184.77,582.7,2357.9
Oil tanker,4106.2,173.61,543.32,2733.3
Container ship,5540.87,260.62,813.23,1696.6
Container ship,24507.09,272.96,852.55,5842.03
Chemical tanker,3654.882,89.02,280.14,3375.95
Container ship,2952.16864,172.61,547.6,1783.6
Container ship,2885.722,179.23,568.82,1270.5
Container ship,3150.64086,186.14,588.84,1258.7
Container ship,3721.39,184.05,580.89,1455.62
Container ship,2725.51,172.86,546.17,925.0
Container ship,3464.09,158.33,501.21,2019.5
Container ship,11783.88,169.37,531.06,5085.0
Container ship,10435.8287,156.82,490.39,4758.5
Oil tanker,2083.87,56.2,177.51,3998.1
Gas carrier,1991.164,73.93,234.17,1826.05
Chemical tanker,2383.05,58.26,182.53,4492.1
LNG carrier,13914.77,287.39,895.61,3053.5
LNG carrier,14770.2,301.33,935.88,3293.6
LNG carrier,16464.94,296.82,920.12,3556.9
LNG carrier,22139.13,311.5,967.42,4395.5
